Date,Open,High,Low,Close,Adj Close,Volume
2018-02-19,27950.0,28900.0,27950.0,28800.0,27771.67578125,378145
2018-02-20,28800.0,28950.0,28250.0,28350.0,27337.744140625,252219
2018-02-21,28650.0,28650.0,28050.0,28450.0,27434.173828125,188609
2018-02-22,28400.0,28900.0,27950.0,28150.0,27144.884765625,311543
2018-02-23,28400.0,28650.0,28150.0,28250.0,27241.314453125,237389
2018-02-26,28750.0,30150.0,28650.0,29550.0,28494.896484375,813890
2018-02-27,29800.0,29800.0,28750.0,28900.0,27868.107421875,514798
2018-02-28,28700.0,29600.0,28500.0,29150.0,28109.1796875,378355
2018-03-02,29000.0,29000.0,27700.0,27900.0,26903.810546875,633606
2018-03-05,27850.0,28250.0,27450.0,27500.0,26518.09375,229404
2018-03-06,27750.0,27850.0,27350.0,27750.0,26759.16796875,236378
2018-03-07,27700.0,28100.0,27150.0,27950.0,26952.02734375,494937
2018-03-08,27950.0,28600.0,27950.0,28550.0,27530.6015625,447250
2018-03-09,28450.0,28900.0,28050.0,28300.0,27289.529296875,356524
2018-03-12,28550.0,29500.0,28150.0,29300.0,28253.822265625,470965
2018-03-13,29300.0,29700.0,28900.0,29600.0,28543.11328125,362988
2018-03-14,29400.0,29450.0,28950.0,29150.0,28109.1796875,243322
2018-03-15,29000.0,29650.0,28550.0,29450.0,28398.466796875,234732
2018-03-16,29500.0,29700.0,29100.0,29250.0,28205.609375,220727
2018-03-19,29250.0,29450.0,28800.0,29200.0,28157.39453125,225666
2018-03-20,28750.0,29200.0,28750.0,29050.0,28012.75,277404
2018-03-21,28800.0,30600.0,28800.0,30300.0,29218.1171875,738960
2018-03-22,30350.0,30400.0,29650.0,30050.0,28977.04296875,363871
2018-03-23,29400.0,29850.0,29000.0,29050.0,28012.75,388752
2018-03-26,29000.0,29400.0,28400.0,28550.0,27530.6015625,206570
2018-03-27,28750.0,29650.0,28650.0,29100.0,28060.962890625,382796
2018-03-28,28600.0,29000.0,28600.0,28700.0,27675.248046875,231646
2018-03-29,28600.0,29000.0,28400.0,28900.0,27868.107421875,240419
2018-03-30,28950.0,29650.0,28850.0,29600.0,28543.11328125,205642
2018-04-02,29450.0,29800.0,28500.0,28650.0,27627.033203125,369249
2018-04-03,28300.0,29000.0,28200.0,28500.0,27482.388671875,278451
2018-04-04,28650.0,28700.0,27400.0,27500.0,26518.09375,516091
2018-04-05,27700.0,27950.0,27500.0,27600.0,26614.5234375,199131
2018-04-06,27600.0,27900.0,27450.0,27600.0,26614.5234375,184514
2018-04-09,27500.0,28050.0,27500.0,27650.0,26662.736328125,180262
2018-04-10,27550.0,27600.0,26750.0,26900.0,25939.517578125,381925
2018-04-11,26950.0,27300.0,26850.0,26900.0,25939.517578125,291300
2018-04-12,26950.0,27300.0,26800.0,27300.0,26325.234375,384785
2018-04-13,27200.0,27450.0,26900.0,26950.0,25987.73046875,224184
2018-04-16,27150.0,27300.0,26350.0,26500.0,25553.80078125,373180
2018-04-17,26500.0,26750.0,26350.0,26450.0,25505.583984375,210351
2018-04-18,26450.0,26900.0,26450.0,26650.0,25698.443359375,294200
2018-04-19,26550.0,26600.0,25650.0,26100.0,25168.08203125,621991
2018-04-20,25850.0,26350.0,25500.0,26200.0,25264.509765625,375064
2018-04-23,26000.0,26150.0,25150.0,25200.0,24300.216796875,600196
2018-04-24,25150.0,25450.0,24600.0,25400.0,24493.076171875,457651
2018-04-25,25250.0,25550.0,24950.0,25050.0,24155.572265625,313729
2018-04-26,25100.0,26350.0,24900.0,26150.0,25216.296875,467908
2018-04-27,26200.0,26450.0,25800.0,26100.0,25168.08203125,377099
2018-04-30,25750.0,25800.0,23950.0,24100.0,23239.4921875,1121364
2018-05-02,23850.0,23850.0,22950.0,23350.0,22516.271484375,845260
2018-05-03,23250.0,24200.0,23200.0,23900.0,23046.634765625,560785
2018-05-04,23800.0,26000.0,23450.0,25950.0,25023.4375,1440785
2018-05-08,26000.0,28450.0,26000.0,27650.0,26662.736328125,1681071
2018-05-09,27250.0,29350.0,26400.0,29050.0,28012.75,1509889
2018-05-10,28750.0,30450.0,28450.0,29500.0,28446.681640625,1253322
2018-05-11,29500.0,29950.0,28800.0,29100.0,28060.962890625,674959
2018-05-14,29100.0,29450.0,28600.0,28700.0,27675.248046875,391680
2018-05-15,28600.0,29100.0,27800.0,28100.0,27096.669921875,921520
2018-05-16,28350.0,29000.0,27650.0,28100.0,27096.669921875,566452
2018-05-17,27950.0,28550.0,27700.0,27950.0,26952.02734375,347725
2018-05-18,28250.0,29300.0,28150.0,29250.0,28205.609375,531265
2018-05-21,29550.0,29550.0,28300.0,28500.0,27482.388671875,388190
2018-05-23,28250.0,28700.0,27400.0,28350.0,27337.744140625,334641
2018-05-24,28200.0,28900.0,27800.0,28900.0,27868.107421875,387616
2018-05-25,30250.0,30800.0,27900.0,28600.0,27578.81640625,1590239
2018-05-28,27850.0,29650.0,27550.0,29350.0,28302.0390625,757969
2018-05-29,29350.0,33300.0,29100.0,32900.0,31725.28125,2925895
2018-05-30,32550.0,33150.0,31850.0,31900.0,30760.98828125,977654
2018-05-31,31900.0,34150.0,31600.0,33150.0,31966.35546875,4729153
2018-06-01,33550.0,33600.0,32350.0,33450.0,32255.64453125,877997
2018-06-04,33250.0,34100.0,32300.0,32300.0,31146.70703125,786228
2018-06-05,32350.0,32800.0,31300.0,31500.0,30375.271484375,504871
2018-06-07,31650.0,32950.0,31150.0,31850.0,30712.7734375,619275
2018-06-08,32000.0,32750.0,31600.0,32050.0,30905.6328125,440342
2018-06-11,31900.0,32100.0,30400.0,30400.0,29314.546875,556540
2018-06-12,30700.0,31400.0,30500.0,30800.0,29700.265625,372493
2018-06-14,31450.0,31450.0,29450.0,29450.0,28398.466796875,607834
2018-06-15,29200.0,31050.0,29200.0,30600.0,29507.40625,446080
2018-06-18,30700.0,30850.0,28600.0,28800.0,27771.67578125,435627
2018-06-19,28800.0,29300.0,28350.0,28350.0,27337.744140625,229203
2018-06-20,28100.0,28600.0,27150.0,27300.0,26325.234375,486790
2018-06-21,27300.0,27500.0,25750.0,26250.0,25312.724609375,555543
2018-06-22,25850.0,26400.0,25150.0,25600.0,24685.935546875,400186
2018-06-25,25900.0,26200.0,25150.0,25600.0,24685.935546875,362172
2018-06-26,25250.0,25800.0,24950.0,25300.0,24396.64453125,244065
2018-06-27,25100.0,25600.0,24250.0,24300.0,23432.3515625,520973
2018-06-28,24100.0,24250.0,23250.0,23450.0,22612.703125,697811
2018-06-29,23550.0,23700.0,23050.0,23450.0,22612.703125,315039
2018-07-02,23750.0,23750.0,22050.0,22500.0,21696.623046875,498775
2018-07-03,22500.0,23100.0,22100.0,22450.0,21648.40625,280506
2018-07-04,22400.0,23000.0,22200.0,22600.0,21793.05078125,152827
2018-07-05,22400.0,22500.0,21250.0,21600.0,20828.7578125,632066
2018-07-06,21650.0,22150.0,21500.0,22150.0,21359.119140625,301115
2018-07-09,22350.0,23150.0,22100.0,23050.0,22226.984375,340864
2018-07-10,23200.0,23250.0,22800.0,23100.0,22275.19921875,222075
2018-07-11,23200.0,23800.0,22700.0,22800.0,21985.91015625,359640
2018-07-12,23000.0,23150.0,22200.0,22250.0,21455.548828125,432217
2018-07-13,22350.0,22850.0,22000.0,22400.0,21600.19140625,354861
2018-07-16,22400.0,23300.0,22400.0,23050.0,22226.984375,334453
2018-07-17,23100.0,23700.0,22800.0,23250.0,22419.84375,290859
2018-07-18,22900.0,23750.0,22850.0,23100.0,22275.19921875,366506
2018-07-19,23150.0,23200.0,22000.0,22100.0,21310.904296875,339881
2018-07-20,21800.0,24050.0,21700.0,23400.0,22564.486328125,613095
2018-07-23,23550.0,24500.0,22850.0,23000.0,22178.76953125,548741
2018-07-24,23100.0,23400.0,22750.0,23150.0,22323.412109375,260857
2018-07-25,23200.0,23300.0,22600.0,22800.0,21985.91015625,192534
2018-07-26,23000.0,23000.0,22400.0,22450.0,21648.40625,242070
2018-07-27,22650.0,22650.0,21900.0,22400.0,21600.19140625,291437
2018-07-30,22300.0,23050.0,22250.0,22850.0,22034.125,208036
2018-07-31,22850.0,22900.0,22200.0,22550.0,21744.837890625,312591
2018-08-01,22750.0,23400.0,22500.0,23350.0,22516.271484375,353951
2018-08-02,23300.0,23300.0,22500.0,22600.0,21793.05078125,234049
2018-08-03,22700.0,23250.0,22650.0,23250.0,22419.84375,235723
2018-08-06,23200.0,23450.0,22600.0,22750.0,21937.6953125,274551
2018-08-07,22600.0,22750.0,22350.0,22650.0,21841.265625,129078
2018-08-08,22550.0,22900.0,22500.0,22700.0,21889.482421875,160499
2018-08-09,22500.0,22650.0,22200.0,22300.0,21503.763671875,252881
2018-08-10,22350.0,22550.0,22200.0,22500.0,21696.623046875,125197
2018-08-13,22800.0,23600.0,22350.0,22350.0,21551.978515625,439384
2018-08-14,22400.0,23550.0,22400.0,23500.0,22660.916015625,370767
2018-08-16,23250.0,23550.0,22750.0,23050.0,22226.984375,283656
2018-08-17,23100.0,23450.0,23000.0,23050.0,22226.984375,159036
2018-08-20,23350.0,24350.0,23300.0,23650.0,22805.560546875,464538
2018-08-21,23750.0,24100.0,23550.0,24050.0,23191.27734375,227116
2018-08-22,23950.0,25000.0,23800.0,24650.0,23769.85546875,431107
2018-08-23,24650.0,24800.0,23750.0,23850.0,22998.41796875,283159
2018-08-24,23900.0,24550.0,23550.0,24450.0,23576.99609375,272423
2018-08-27,24500.0,24750.0,24050.0,24100.0,23239.4921875,186970
2018-08-28,24200.0,25450.0,24150.0,25400.0,24493.076171875,525817
2018-08-29,25550.0,26400.0,25300.0,25850.0,24927.0078125,462213
2018-08-30,25950.0,26350.0,25500.0,25900.0,24975.22265625,315157
2018-08-31,25900.0,25900.0,24900.0,25000.0,24107.357421875,370427
2018-09-03,25050.0,25750.0,24800.0,25600.0,24685.935546875,318324
2018-09-04,25600.0,25850.0,25150.0,25450.0,24541.291015625,219324
2018-09-05,25300.0,25750.0,25000.0,25150.0,24252.001953125,269166
2018-09-06,25200.0,25750.0,25050.0,25500.0,24589.50390625,261996
2018-09-07,25800.0,26950.0,25500.0,26900.0,25939.517578125,562949
2018-09-10,27000.0,27500.0,26550.0,27000.0,26035.947265625,364024
2018-09-11,26900.0,27250.0,26350.0,27050.0,26084.162109375,257134
2018-09-12,27000.0,27100.0,26200.0,26450.0,25505.583984375,294428
2018-09-13,26450.0,26750.0,26300.0,26550.0,25602.013671875,198425
2018-09-14,26850.0,27050.0,26500.0,26600.0,25650.228515625,173828
2018-09-17,26600.0,27150.0,26200.0,26950.0,25987.73046875,209850
2018-09-18,26800.0,27150.0,26550.0,26700.0,25746.658203125,162058
2018-09-19,26550.0,26900.0,25450.0,25800.0,24878.794921875,309181
2018-09-20,25750.0,26700.0,25450.0,26500.0,25553.80078125,286782
2018-09-21,26750.0,26950.0,26250.0,26250.0,25312.724609375,250506
2018-09-27,26650.0,28850.0,26600.0,28700.0,27675.248046875,935114
2018-09-28,26500.0,27000.0,24950.0,25400.0,24493.076171875,1476297
2018-10-01,25450.0,25650.0,24950.0,25050.0,24155.572265625,280350
2018-10-02,25050.0,26500.0,25050.0,26300.0,25360.94140625,599394
2018-10-04,26500.0,28000.0,26300.0,28000.0,27000.240234375,618480
2018-10-05,27550.0,29050.0,27400.0,28950.0,27916.3203125,663404
2018-10-08,28900.0,29450.0,28500.0,28950.0,27916.3203125,436911
2018-10-10,29100.0,29550.0,28050.0,28700.0,27675.248046875,351751
2018-10-11,27550.0,28800.0,27100.0,27650.0,26662.736328125,455010
2018-10-12,27200.0,28400.0,27150.0,27650.0,26662.736328125,418951
2018-10-15,27400.0,29100.0,27400.0,28100.0,27096.669921875,522116
2018-10-16,28400.0,28800.0,28050.0,28350.0,27337.744140625,280850
2018-10-17,28650.0,28950.0,28250.0,28800.0,27771.67578125,225817
2018-10-18,28650.0,30250.0,28250.0,28500.0,27482.388671875,717578
2018-10-19,28250.0,29300.0,28200.0,29050.0,28012.75,244108
2018-10-22,29000.0,29500.0,28250.0,29500.0,28446.681640625,307988
2018-10-23,29500.0,29700.0,28700.0,29050.0,28012.75,326026
2018-10-24,29300.0,30400.0,29150.0,29800.0,28735.970703125,598831
2018-10-25,29250.0,30400.0,28800.0,30300.0,29218.1171875,540432
2018-10-26,30500.0,30550.0,29250.0,29450.0,28398.466796875,382981
2018-10-29,29650.0,30450.0,28600.0,28700.0,27675.248046875,471982
2018-10-30,28100.0,29000.0,27100.0,28350.0,27337.744140625,535011
2018-10-31,28400.0,28850.0,27650.0,28450.0,27434.173828125,384275
2018-11-01,28550.0,28600.0,26700.0,27200.0,26228.8046875,620250
2018-11-02,27450.0,29100.0,27250.0,28850.0,27819.890625,354398
2018-11-05,28800.0,30400.0,28450.0,30300.0,29218.1171875,445425
2018-11-06,30500.0,32000.0,30450.0,31700.0,30568.12890625,686053
2018-11-07,31800.0,32400.0,30350.0,30700.0,29603.8359375,528073
2018-11-08,31200.0,31850.0,31050.0,31500.0,30375.271484375,388356
2018-11-09,31250.0,32250.0,31250.0,31550.0,30423.486328125,319270
2018-11-12,31750.0,32450.0,31450.0,32100.0,30953.84765625,258687
2018-11-13,31800.0,32850.0,31400.0,32800.0,31628.853515625,461276
2018-11-14,32500.0,34800.0,32500.0,34700.0,33461.01171875,1125375
2018-11-15,34700.0,34700.0,32100.0,32300.0,31146.70703125,992402
2018-11-16,32450.0,33350.0,32350.0,32700.0,31532.42578125,383623
2018-11-19,32700.0,33650.0,32450.0,33600.0,32400.287109375,303657
2018-11-20,33150.0,33900.0,32900.0,33900.0,32689.576171875,308213
2018-11-21,33400.0,33700.0,32900.0,33650.0,32448.505859375,216029
2018-11-22,33650.0,33900.0,31800.0,32900.0,31725.28125,409238
2018-11-23,32700.0,32900.0,31750.0,32200.0,31050.275390625,281667
2018-11-26,32300.0,34200.0,32300.0,34000.0,32786.0078125,344704
2018-11-27,34000.0,34150.0,32700.0,32750.0,31580.638671875,320446
2018-11-28,33100.0,34400.0,33100.0,33700.0,32496.71875,575964
2018-11-29,34050.0,34100.0,32600.0,32650.0,31484.208984375,378538
2018-11-30,32750.0,33200.0,32200.0,32450.0,31291.3515625,247472
2018-12-03,32500.0,32800.0,31550.0,31800.0,30664.560546875,414766
2018-12-04,31800.0,32500.0,31800.0,32100.0,30953.84765625,204448
2018-12-05,31800.0,32450.0,31500.0,32150.0,31002.0625,141703
2018-12-06,32000.0,33250.0,32000.0,33050.0,31869.927734375,448825
2018-12-07,33050.0,33300.0,31750.0,32200.0,31050.275390625,258458
2018-12-10,31600.0,32500.0,31550.0,31650.0,30519.9140625,168028
2018-12-11,31650.0,32250.0,31200.0,31750.0,30616.345703125,138544
2018-12-12,31800.0,31950.0,31400.0,31700.0,30568.12890625,187094
2018-12-13,31700.0,32400.0,31500.0,31950.0,30809.203125,299709
2018-12-14,32000.0,32250.0,31400.0,31800.0,30664.560546875,152161
2018-12-17,31850.0,32200.0,31450.0,31750.0,30616.345703125,158070
2018-12-18,31900.0,34000.0,31900.0,33000.0,31821.712890625,532329
2018-12-19,33250.0,33250.0,32200.0,32550.0,31387.779296875,241770
2018-12-20,32600.0,33650.0,32050.0,33100.0,31918.140625,215400
2018-12-21,33200.0,33400.0,32300.0,33400.0,32207.431640625,250037
2018-12-24,33100.0,33450.0,32700.0,32750.0,31580.638671875,162534
2018-12-26,32350.0,32750.0,30850.0,31600.0,30471.701171875,345878
2018-12-27,32000.0,32650.0,31650.0,32500.0,31339.56640625,177620
2018-12-28,32550.0,33100.0,32300.0,32500.0,31339.56640625,168609
2019-01-02,32400.0,33100.0,32400.0,32950.0,31773.498046875,140721
2019-01-03,32700.0,34550.0,32650.0,33950.0,32737.79296875,633226
2019-01-04,34200.0,35200.0,33450.0,35050.0,33798.515625,583826
2019-01-07,34950.0,34950.0,33400.0,34250.0,33027.08203125,459892
2019-01-08,34450.0,34650.0,33700.0,33850.0,32641.361328125,197742
2019-01-09,33900.0,34300.0,33400.0,33650.0,32448.505859375,243687
2019-01-10,33400.0,33600.0,33100.0,33100.0,31918.140625,275341
2019-01-11,33050.0,33200.0,31950.0,32800.0,31628.853515625,347098
2019-01-14,32900.0,32900.0,32050.0,32150.0,31002.0625,216251
2019-01-15,31900.0,33100.0,31900.0,32750.0,31580.638671875,218390
2019-01-16,32700.0,33500.0,32650.0,33250.0,32062.78515625,172877
2019-01-17,33150.0,33300.0,32050.0,32050.0,30905.6328125,243492
2019-01-18,32200.0,32400.0,30100.0,30600.0,29507.40625,736861
2019-01-21,30700.0,31550.0,30600.0,31450.0,30327.0546875,267858
2019-01-22,31400.0,31600.0,30800.0,31100.0,29989.552734375,139765
2019-01-23,31200.0,32050.0,31200.0,31950.0,30809.203125,231000
2019-01-24,32450.0,32450.0,31000.0,31050.0,29941.33984375,247586
2019-01-25,30900.0,31750.0,30900.0,31250.0,30134.197265625,190615
2019-01-28,31200.0,31250.0,30700.0,31050.0,29941.33984375,196829
2019-01-29,31050.0,31200.0,30600.0,30900.0,29796.693359375,152750
2019-01-30,31300.0,31300.0,30650.0,31250.0,30134.197265625,150190
2019-01-31,31450.0,31700.0,31050.0,31400.0,30278.841796875,186620
2019-02-01,31250.0,31400.0,30700.0,30750.0,29652.048828125,217639
2019-02-07,30800.0,31650.0,30650.0,31500.0,30375.271484375,198626
2019-02-08,31550.0,31850.0,31050.0,31750.0,30616.345703125,167729
2019-02-11,31800.0,32600.0,31750.0,32350.0,31194.919921875,190237
2019-02-12,32400.0,32400.0,31350.0,31700.0,30568.12890625,212293
2019-02-13,32050.0,32550.0,31850.0,32500.0,31339.56640625,173792
2019-02-14,32700.0,32700.0,32100.0,32400.0,31243.134765625,171896
2019-02-15,32300.0,32900.0,32050.0,32350.0,31194.919921875,165919
2019-02-18,32550.0,33150.0,32500.0,33150.0,31966.35546875,196439
2019-02-19,33250.0,33350.0,32850.0,32900.0,31725.28125,124460
2019-02-20,32900.0,33150.0,32100.0,32650.0,31484.208984375,163862
2019-02-21,33350.0,34400.0,32700.0,33300.0,32111.0,527469
2019-02-22,33100.0,33900.0,33100.0,33350.0,32159.212890625,250874
2019-02-25,33350.0,33800.0,33200.0,33250.0,32062.78515625,161650
2019-02-26,33150.0,33650.0,33050.0,33200.0,32014.572265625,136629
2019-02-27,33350.0,34000.0,32950.0,33650.0,32448.505859375,228436
2019-02-28,33850.0,33850.0,32700.0,32950.0,31773.498046875,194292
2019-03-04,33250.0,34200.0,33250.0,33350.0,32159.212890625,218251
2019-03-05,33100.0,34350.0,33100.0,34100.0,32882.4375,314538
2019-03-06,34100.0,34100.0,33100.0,33450.0,32255.64453125,210026
2019-03-07,33550.0,33950.0,33200.0,33500.0,32303.861328125,139241
2019-03-08,33400.0,33400.0,32250.0,32500.0,31339.56640625,190212
2019-03-11,32400.0,32950.0,31800.0,32750.0,31580.638671875,153631
2019-03-12,32950.0,33000.0,32400.0,32550.0,31387.779296875,119032
2019-03-13,32500.0,32850.0,32350.0,32500.0,31339.56640625,114614
2019-03-14,32550.0,32700.0,32150.0,32500.0,31339.56640625,232361
2019-03-15,32500.0,33800.0,32450.0,33750.0,32544.931640625,363503
2019-03-18,33900.0,35150.0,33550.0,35100.0,33846.73046875,576039
2019-03-19,35300.0,35400.0,34500.0,34800.0,33557.44140625,201989
2019-03-20,34550.0,34650.0,33900.0,34450.0,33219.9375,193351
2019-03-21,34300.0,34700.0,33150.0,33150.0,31966.35546875,303984
2019-03-22,33200.0,34300.0,32800.0,33950.0,32737.79296875,245343
2019-03-25,33850.0,34900.0,33500.0,34250.0,33027.08203125,283154
2019-03-26,34500.0,35150.0,34200.0,34350.0,33123.51171875,199749
2019-03-27,34700.0,34700.0,33800.0,34150.0,32930.6484375,140280
2019-03-28,34150.0,34300.0,33400.0,33950.0,32737.79296875,157048
2019-03-29,33950.0,35050.0,33950.0,34400.0,33171.72265625,191012
2019-04-01,34800.0,35300.0,34450.0,35200.0,33943.16015625,248924
2019-04-02,35200.0,35200.0,34500.0,34650.0,33412.796875,141893
2019-04-03,34400.0,34600.0,33800.0,34000.0,32786.0078125,258002
2019-04-04,34000.0,34400.0,33400.0,34050.0,32834.22265625,177394
2019-04-05,34150.0,34400.0,33500.0,33700.0,32496.71875,161044
2019-04-08,34000.0,34000.0,33250.0,33300.0,32111.0,139782
2019-04-09,33150.0,33550.0,32900.0,33050.0,31869.927734375,133522
2019-04-10,33200.0,33250.0,31500.0,31800.0,30664.560546875,578851
2019-04-11,31950.0,31950.0,31300.0,31500.0,30375.271484375,402503
2019-04-12,31650.0,31650.0,31050.0,31150.0,30037.767578125,292124
2019-04-15,31100.0,31450.0,30850.0,31200.0,30085.982421875,298525
2019-04-16,31300.0,31400.0,30800.0,31300.0,30182.412109375,199769
2019-04-17,31350.0,31350.0,30850.0,31000.0,29893.123046875,188532
2019-04-18,31050.0,31300.0,30800.0,31000.0,29893.123046875,224829
2019-04-19,31050.0,31100.0,30800.0,30850.0,29748.48046875,131839
2019-04-22,31350.0,31750.0,30900.0,30950.0,29844.908203125,197134
2019-04-23,30950.0,31050.0,30500.0,30950.0,29844.908203125,192915
2019-04-24,30950.0,31500.0,30600.0,30950.0,29844.908203125,250059
2019-04-25,30850.0,31100.0,30600.0,30750.0,29652.048828125,100485
2019-04-26,30450.0,30900.0,30200.0,30400.0,29314.546875,150039
2019-04-29,30350.0,30800.0,30350.0,30750.0,29652.048828125,112833
2019-04-30,30900.0,31200.0,30550.0,30900.0,29796.693359375,141251
2019-05-02,30650.0,31300.0,30350.0,31200.0,30085.982421875,157656
2019-05-03,30900.0,31150.0,30800.0,30850.0,29748.48046875,134717
2019-05-07,30950.0,31200.0,30250.0,30400.0,29314.546875,197504
2019-05-08,29900.0,31200.0,29850.0,31050.0,29941.33984375,194030
2019-05-09,31200.0,31500.0,30700.0,30700.0,29603.8359375,361234
2019-05-10,30800.0,31150.0,30300.0,30650.0,29555.62109375,225042
2019-05-13,30700.0,31000.0,30050.0,30400.0,29314.546875,123494
2019-05-14,30000.0,30800.0,29950.0,30500.0,29410.9765625,180197
2019-05-15,30300.0,30850.0,29850.0,30350.0,29266.333984375,212708
2019-05-16,30100.0,30400.0,29950.0,30200.0,29121.6875,131418
2019-05-17,30200.0,30600.0,29700.0,29800.0,28735.970703125,199614
2019-05-20,29900.0,30100.0,29550.0,29850.0,28784.185546875,104255
2019-05-21,29800.0,30050.0,28550.0,29650.0,28591.326171875,179678
2019-05-22,29750.0,31900.0,29050.0,31650.0,30519.9140625,436100
2019-05-23,31650.0,32200.0,31100.0,31850.0,30712.7734375,299414
2019-05-24,31800.0,32150.0,31150.0,31350.0,30230.626953125,197223
2019-05-27,31350.0,31650.0,30850.0,31050.0,29941.33984375,120950
2019-05-28,30900.0,31250.0,30700.0,30900.0,29796.693359375,139221
2019-05-29,31000.0,31050.0,30000.0,30300.0,29218.1171875,152670
2019-05-30,30200.0,30950.0,29650.0,29750.0,28687.755859375,239071
2019-05-31,29850.0,30050.0,29550.0,29900.0,28832.400390625,106327
2019-06-03,30000.0,30750.0,29550.0,30600.0,29507.40625,147246
2019-06-04,30800.0,31150.0,30500.0,31050.0,29941.33984375,116719
2019-06-05,30950.0,31550.0,30750.0,31400.0,30278.841796875,113952
2019-06-07,31600.0,31600.0,30950.0,31400.0,30278.841796875,114223
2019-06-10,31950.0,32850.0,31650.0,32600.0,31435.994140625,326837
2019-06-11,32800.0,32850.0,31900.0,32500.0,31339.56640625,157662
2019-06-12,32200.0,32500.0,32100.0,32200.0,31050.275390625,104679
2019-06-13,32250.0,32750.0,32200.0,32750.0,31580.638671875,215730
2019-06-14,32800.0,33050.0,32250.0,32300.0,31146.70703125,158212
2019-06-17,32550.0,33050.0,32050.0,32100.0,30953.84765625,226306
2019-06-18,32150.0,32900.0,31500.0,32800.0,31628.853515625,169702
2019-06-19,32900.0,33000.0,32050.0,32150.0,31002.0625,169885
2019-06-20,32250.0,32500.0,31650.0,31700.0,30568.12890625,142125
2019-06-21,31700.0,32500.0,31650.0,32400.0,31243.134765625,200206
2019-06-24,32150.0,32750.0,31950.0,32600.0,31435.994140625,91356
2019-06-25,32650.0,32800.0,32100.0,32200.0,31050.275390625,108640
2019-06-26,32200.0,32350.0,31700.0,31850.0,30712.7734375,120392
2019-06-27,31750.0,32550.0,31750.0,32250.0,31098.4921875,124945
2019-06-28,32500.0,33800.0,32350.0,33250.0,32062.78515625,426977
2019-07-01,33250.0,33400.0,32100.0,32200.0,31050.275390625,166124
2019-07-02,32200.0,32900.0,31900.0,32650.0,31484.208984375,119872
2019-07-03,32750.0,32850.0,32300.0,32650.0,31484.208984375,111992
2019-07-04,32650.0,33450.0,32300.0,33000.0,31821.712890625,153117
2019-07-05,33250.0,33350.0,32450.0,32550.0,31387.779296875,106850
2019-07-08,32350.0,32450.0,31200.0,31250.0,30134.197265625,141733
2019-07-09,31300.0,31350.0,30550.0,30700.0,29603.8359375,86689
2019-07-10,30750.0,31300.0,30200.0,30600.0,29507.40625,124715
2019-07-11,30600.0,31200.0,30500.0,30650.0,29555.62109375,193419
2019-07-12,30700.0,31500.0,30700.0,31500.0,30375.271484375,71137
2019-07-15,31350.0,31700.0,31200.0,31700.0,30568.12890625,93647
2019-07-16,31750.0,32450.0,31250.0,32000.0,30857.41796875,139301
2019-07-17,31650.0,32350.0,31650.0,32150.0,31002.0625,93479
